,xVal,yVal
3944,503,1009
3945,503,1010
3946,503,1011
3947,503,1012
3948,503,1013
3949,503,1014
3950,503,1015
3951,504,971
3952,504,972
3953,504,973
3954,504,975
3955,504,977
3956,504,978
3957,504,1010
3958,504,1011
3959,504,1012
3960,504,1014
3961,504,1015
3962,504,1016
3963,505,971
3964,505,973
3965,505,974
3966,505,975
3967,505,976
3968,505,979
3969,505,1010
3970,505,1012
3971,505,1013
3972,505,1015
3973,505,1016
3974,506,972
3975,506,973
3976,506,974
3977,506,975
3978,506,976
3979,506,978
3980,506,979
3981,506,1009
3982,506,1012
3983,506,1015
3984,507,971
3985,507,974
3986,507,976
3987,507,1009
3988,507,1011
3989,507,1013
3990,507,1014
3991,508,971
3992,508,973
3993,508,974
3994,508,975
3995,508,977
3996,508,979
3997,508,1010
3998,508,1012
3999,508,1013
4000,508,1015
4001,508,1016
4002,509,972
4003,509,973
4004,509,974
4005,509,976
4006,509,978
4007,509,1011
4008,509,1014
4009,509,1015
4010,509,1016
4011,510,972
4012,510,975
4013,510,976
4014,510,978
4015,510,1010
4016,510,1011
4017,510,1014
4018,511,972
4019,511,973
4020,511,974
4021,511,975
4022,511,976
4023,511,977
4024,511,979
4025,511,1011
4026,511,1012
4027,511,1013
4028,511,1015
4029,511,1016
4030,512,972
4031,512,973
4032,512,974
4033,512,975
4034,512,977
4035,512,978
4036,512,1010
4037,512,1011
4038,512,1014
4039,512,1017
4040,513,972
4041,513,975
4042,513,976
4043,513,977
4044,513,979
4045,513,1011
4046,513,1012
4047,513,1013
4048,513,1015
4049,513,1017
4050,514,972
4051,514,973
4052,514,974
4053,514,976
4054,514,977
4055,514,979
4056,514,1010
4057,514,1011
4058,514,1012
4059,514,1013
4060,514,1015
4061,514,1016
4062,515,971
4063,515,973
4064,515,974
4065,515,975
4066,515,978
4067,515,979
4068,515,1010
4069,515,1012
4070,515,1013
4071,515,1015
4072,516,971
4073,516,974
4074,516,976
4075,516,977
4076,516,978
4077,516,979
4078,516,1010
4079,516,1014
4080,516,1016
4081,517,972
4082,517,973
4083,517,974
4084,517,975
4085,517,976
4086,517,977
4087,517,978
4088,517,1011
4089,517,1012
4090,517,1013
4091,517,1014
4092,517,1015
4093,517,1016
4094,518,971
4095,518,973
4096,518,974
4097,518,975
4098,518,977
4099,518,979
4100,518,1015
4101,518,1017
4102,519,971
4103,519,972
4104,519,973
4105,519,975
4106,519,976
4107,519,978
4108,519,979
4109,519,1012
4110,519,1013
4111,519,1014
4112,519,1016
4113,520,972
4114,520,973
4115,520,975
4116,520,976
4117,520,977
4118,520,978
4119,520,979
4120,520,1011
4121,520,1012
4122,520,1014
4123,520,1015
4124,520,1017
4125,520,1018
4126,521,972
4127,521,974
4128,521,977
4129,521,979
4130,521,1011
4131,521,1012
4132,521,1014
4133,521,1015
4134,521,1016
4135,521,1018
4136,522,972
4137,522,973
4138,522,975
4139,522,976
4140,522,977
4141,522,978
4142,522,979
4143,522,1011
4144,522,1012
4145,522,1014
4146,522,1015
4147,522,1017
4148,522,1018
4149,523,973
4150,523,974
4151,523,980
4152,523,1011
4153,523,1012
4154,523,1014
4155,523,1015
4156,523,1016
4157,523,1017
4158,523,1018
4159,524,972
4160,524,974
4161,524,975
4162,524,976
4163,524,978
4164,524,979
4165,524,1011
4166,524,1012
4167,524,1014
4168,524,1015
4169,524,1017
4170,525,972
4171,525,973
4172,525,975
4173,525,977
4174,525,978
4175,525,980
4176,525,1011
4177,525,1012
4178,525,1014
4179,525,1015
4180,525,1016
4181,525,1017
4182,526,972
4183,526,973
4184,526,974
4185,526,975
4186,526,977
4187,526,979
4188,526,980
4189,526,1011
4190,526,1012
4191,526,1014
4192,526,1015
4193,526,1017
4194,527,974
4195,527,975
4196,527,976
4197,527,977
4198,527,979
4199,527,980
4200,527,1011
4201,527,1012
4202,527,1014
4203,527,1015
4204,527,1016
4205,527,1017
4206,527,1018
4207,528,972
4208,528,974
4209,528,975
4210,528,976
4211,528,979
4212,528,1012
4213,528,1013
4214,528,1014
4215,528,1016
4216,528,1017
4217,528,1018
4218,529,973
4219,529,975
4220,529,976
4221,529,978
4222,529,980
4223,529,1011
4224,529,1012
4225,529,1014
4226,529,1015
4227,529,1016
4228,529,1017
4229,529,1018
4230,530,973
4231,530,975
4232,530,977
4233,530,979
4234,530,980
4235,530,1012
4236,530,1013
4237,530,1015
4238,530,1016
4239,530,1017
4240,530,1018
4241,531,974
4242,531,977
4243,531,978
4244,531,980
4245,531,1012
4246,531,1014
4247,531,1015
4248,531,1016
4249,531,1017
4250,531,1018
4251,532,972
4252,532,973
4253,532,975
4254,532,976
4255,532,978
4256,532,979
4257,532,1013
4258,532,1016
4259,532,1017
4260,532,1018
4261,533,972
4262,533,974
4263,533,975
4264,533,977
4265,533,980
4266,533,981
4267,533,1012
4268,533,1013
4269,533,1014
4270,533,1015
4271,533,1016
4272,533,1017
4273,533,1018
4274,534,974
4275,534,975
4276,534,977
4277,534,979
4278,534,980
4279,534,1012
4280,534,1014
4281,534,1015
4282,534,1016
4283,534,1017
4284,534,1018
4285,535,973
4286,535,975
4287,535,976
4288,535,978
4289,535,979
4290,535,981
4291,535,1012
4292,535,1013
4293,535,1014
4294,535,1016
4295,535,1017
4296,535,1018
4297,536,973
4298,536,974
4299,536,975
4300,536,977
4301,536,980
4302,536,981
4303,536,1012
4304,536,1014
4305,536,1016
4306,536,1017
4307,537,973
4308,537,974
4309,537,975
4310,537,976
4311,537,978
4312,537,979
4313,537,980
4314,537,1013
4315,537,1015
4316,537,1016
4317,537,1017
4318,537,1018
4319,537,1019
4320,538,973
4321,538,974
4322,538,975
4323,538,977
4324,538,979
4325,538,1013
4326,538,1015
4327,538,1016
4328,538,1018
4329,538,1019
4330,539,973
4331,539,974
4332,539,975
4333,539,976
4334,539,979
4335,539,980
4336,539,1014
4337,539,1016
4338,539,1017
4339,539,1019
4340,540,973
4341,540,974
4342,540,975
4343,540,977
4344,540,1013
4345,540,1014
4346,540,1015
4347,540,1017
4348,540,1018
4349,541,973
4350,541,974
4351,541,975
4352,541,976
4353,541,978
4354,541,980
4355,541,981
4356,541,1012
4357,541,1015
4358,541,1016
4359,541,1018
4360,541,1019
4361,542,973
4362,542,974
4363,542,975
4364,542,977
4365,542,979
4366,542,981
4367,542,1013
4368,542,1014
4369,542,1017
4370,542,1019
4371,543,973
4372,543,974
4373,543,975
4374,543,976
4375,543,978
4376,543,980
4377,543,981
4378,543,1014
4379,543,1015
4380,543,1016
4381,543,1018
4382,543,1019
4383,544,972
4384,544,975
4385,544,977
4386,544,978
4387,544,979
4388,544,981
4389,544,1013
4390,544,1014
4391,544,1015
4392,544,1017
4393,544,1019
4394,544,1020
4395,545,973
4396,545,974
4397,545,976
4398,545,979
4399,545,1013
4400,545,1014
4401,545,1015
4402,545,1017
4403,546,973
4404,546,975
4405,546,977
4406,546,980
4407,546,981
4408,546,1013
4409,546,1014
4410,546,1015
4411,546,1017
4412,546,1018
4413,546,1019
4414,547,973
4415,547,974
4416,547,975
4417,547,976
4418,547,977
4419,547,978
4420,547,979
4421,547,980
4422,547,981
4423,547,1013
4424,547,1014
4425,547,1015
4426,547,1016
4427,547,1018
4428,547,1019
4429,548,973
4430,548,974
4431,548,978
4432,548,981
4433,548,1013
4434,548,1014
4435,548,1015
4436,548,1016
4437,548,1017
4438,548,1018
4439,548,1019
4440,549,973
4441,549,974
4442,549,975
4443,549,976
4444,549,977
4445,549,979
4446,549,981
4447,549,1013
4448,549,1014
4449,549,1015
4450,549,1017
4451,549,1018
4452,549,1019
4453,550,973
4454,550,975
4455,550,976
4456,550,978
4457,550,979
4458,550,980
4459,550,981
4460,550,1013
4461,550,1014
4462,550,1015
4463,550,1016
4464,550,1018
4465,550,1020
4466,551,974
4467,551,975
4468,551,976
4469,551,979
4470,551,981
4471,551,1013
4472,551,1014
4473,551,1015
4474,551,1016
4475,551,1017
4476,551,1018
4477,551,1019
4478,551,1020
4479,552,973
4480,552,974
4481,552,975
4482,552,976
4483,552,978
4484,552,981
4485,552,982
4486,552,1013
4487,552,1015
4488,552,1017
4489,552,1018
4490,552,1019
4491,553,975
4492,553,976
4493,553,977
4494,553,979
4495,553,980
4496,553,981
4497,553,982
4498,553,1015
4499,553,1016
4500,553,1018
4501,553,1019
4502,553,1020
4503,554,975
4504,554,976
4505,554,977
4506,554,978
4507,554,981
4508,554,1014
4509,554,1015
4510,554,1016
4511,554,1018
4512,555,974
4513,555,977
4514,555,979
4515,555,980
4516,555,981
4517,555,1016
4518,555,1017
4519,555,1018
4520,555,1020
4521,556,974
4522,556,975
4523,556,976
4524,556,977
4525,556,981
4526,556,1014
4527,556,1015
4528,556,1017
4529,556,1019
4530,556,1021
4531,557,977
4532,557,978
4533,557,979
4534,557,980
4535,557,981
4536,557,1014
4537,557,1016
4538,557,1018
4539,557,1019
4540,558,976
4541,558,978
4542,558,982
4543,558,1015
4544,558,1016
4545,558,1017
4546,558,1019
4547,558,1020
4548,559,975
4549,559,977
4550,559,979
4551,559,981
4552,559,982
4553,559,1015
4554,559,1017
4555,559,1018
4556,559,1019
4557,559,1020
4558,560,975
4559,560,976
4560,560,977
4561,560,979
4562,560,980
4563,560,981
4564,560,982
4565,560,1015
4566,560,1017
4567,560,1018
4568,560,1019
4569,561,975
4570,561,976
4571,561,978
4572,561,979
4573,561,981
4574,561,983
4575,561,1015
4576,561,1016
4577,562,975
4578,562,976
4579,562,978
4580,562,980
4581,562,981
4582,562,982
4583,562,983
4584,562,1015
4585,562,1016
4586,562,1017
4587,562,1018
4588,562,1019
4589,562,1020
4590,563,977
4591,563,979
4592,563,980
4593,563,983
4594,563,1015
4595,563,1017
4596,563,1021
4597,564,975
4598,564,976
4599,564,977
4600,564,978
4601,564,980
4602,564,981
4603,564,982
4604,564,1015
4605,564,1016
4606,564,1018
4607,564,1019
4608,564,1021
4609,565,975
4610,565,977
4611,565,978
4612,565,979
4613,565,982
4614,565,1015
4615,565,1016
4616,565,1018
4617,565,1019
4618,565,1020
4619,565,1021
4620,566,976
4621,566,979
4622,566,981
4623,566,982
4624,566,1015
4625,566,1016
4626,566,1018
4627,566,1019
4628,566,1020
4629,567,976
4630,567,977
4631,567,978
4632,567,980
4633,567,983
4634,567,1015
4635,567,1017
4636,567,1020
4637,567,1021
4638,568,976
4639,568,977
4640,568,978
4641,568,979
4642,568,980
4643,568,981
4644,568,982
4645,568,983
4646,568,1015
4647,568,1017
4648,568,1019
4649,568,1020
4650,568,1021
4651,569,976
4652,569,977
4653,569,978
4654,569,979
4655,569,980
4656,569,981
4657,569,982
4658,569,983
4659,569,1015
4660,569,1016
4661,569,1018
4662,569,1019
4663,569,1021
4664,569,1022
4665,570,976
4666,570,977
4667,570,978
4668,570,979
4669,570,980
4670,570,981
4671,570,982
4672,570,983
4673,570,1015
4674,570,1016
4675,570,1017
4676,570,1018
4677,570,1019
4678,570,1021
4679,571,976
4680,571,977
4681,571,978
4682,571,979
4683,571,980
4684,571,981
4685,571,982
4686,571,983
4687,571,1017
4688,571,1018
4689,571,1019
4690,571,1020
4691,571,1021
4692,571,1022
4693,572,976
4694,572,977
4695,572,978
4696,572,979
4697,572,980
4698,572,981
4699,572,982
4700,572,983
4701,572,1015
4702,572,1016
4703,572,1017
4704,572,1019
4705,572,1021
4706,573,976
4707,573,977
4708,573,978
4709,573,979
4710,573,980
4711,573,981
4712,573,982
4713,573,983
4714,573,1017
4715,573,1018
4716,573,1020
4717,573,1021
4718,574,976
4719,574,977
4720,574,978
4721,574,979
4722,574,980
4723,574,981
4724,574,982
4725,574,983
4726,574,1016
4727,574,1017
4728,574,1019
4729,574,1020
4730,574,1022
4731,575,976
4732,575,977
4733,575,978
4734,575,979
4735,575,980
4736,575,981
4737,575,982
4738,575,983
4739,575,1016
4740,575,1018
4741,575,1019
4742,575,1021
4743,575,1022
4744,576,976
4745,576,980
4746,576,982
4747,576,983
4748,576,984
4749,576,1016
4750,576,1017
4751,576,1018
4752,576,1019
4753,576,1021
4754,577,976
4755,577,977
4756,577,978
4757,577,979
4758,577,980
4759,577,981
4760,577,984
4761,577,1016
4762,577,1017
4763,577,1018
4764,577,1020
4765,577,1021
4766,578,976
4767,578,980
4768,578,983
4769,578,984
4770,578,1017
4771,578,1019
4772,578,1021
4773,578,1022
4774,579,977
4775,579,978
4776,579,979
4777,579,980
4778,579,982
4779,579,983
4780,579,984
4781,579,1017
4782,579,1018
4783,579,1019
4784,579,1021
4785,580,978
4786,580,981
4787,580,982
4788,580,984
4789,580,1016
4790,580,1018
4791,580,1019
4792,580,1020
4793,580,1022
4794,581,978
4795,581,979
4796,581,981
4797,581,983
4798,581,984
4799,581,1017
4800,581,1018
4801,581,1019
4802,581,1021
4803,582,977
4804,582,980
4805,582,982
4806,582,984
4807,582,1016
4808,582,1018
4809,582,1022
4810,583,977
4811,583,978
4812,583,981
4813,583,982
4814,583,984
4815,583,1016
4816,583,1018
4817,583,1019
4818,583,1020
4819,583,1021
4820,584,978
4821,584,980
4822,584,981
4823,584,982
4824,584,983
4825,584,984
4826,584,985
4827,584,1017
4828,584,1018
4829,584,1019
4830,584,1020
4831,584,1022
4832,585,978
4833,585,980
4834,585,981
4835,585,982
4836,585,983
4837,585,1018
4838,585,1020
4839,585,1021
4840,585,1023
4841,586,978
4842,586,980
4843,586,981
4844,586,982
4845,586,983
4846,586,984
4847,586,1017
4848,586,1018
4849,586,1019
4850,586,1020
4851,586,1023
4852,587,978
4853,587,980
4854,587,981
4855,587,982
4856,587,983
4857,587,985
4858,587,1020
4859,587,1021
4860,587,1022
4861,588,978
4862,588,980
4863,588,981
4864,588,982
4865,588,983
4866,588,984
4867,588,985
4868,588,1017
4869,588,1018
4870,588,1019
4871,588,1021
4872,588,1023
4873,589,978
4874,589,980
4875,589,981
4876,589,982
4877,589,983
4878,589,985
4879,589,1019
4880,589,1020
4881,589,1022
4882,589,1023
4883,590,978
4884,590,980
4885,590,981
4886,590,982
4887,590,983
4888,590,984
4889,590,1018
4890,590,1021
4891,590,1022
4892,591,978
4893,591,980
4894,591,981
4895,591,982
4896,591,983
4897,591,984
4898,591,985
4899,591,986
4900,591,1018
4901,591,1020
4902,591,1023
4903,592,978
4904,592,979
4905,592,981
4906,592,983
4907,592,985
4908,592,1018
4909,592,1020
4910,592,1021
4911,592,1022
4912,592,1023
4913,593,980
4914,593,982
4915,593,984
4916,593,1018
4917,593,1020
4918,593,1021
4919,593,1022
4920,593,1023
4921,594,979
4922,594,981
4923,594,982
4924,594,983
4925,594,984
4926,594,1018
4927,594,1020
4928,594,1021
4929,594,1022
4930,594,1023
4931,595,979
4932,595,981
4933,595,985
4934,595,986
4935,595,1018
4936,595,1020
4937,595,1021
4938,595,1022
4939,595,1023
4940,596,980
4941,596,981
4942,596,983
4943,596,984
4944,596,1018
4945,596,1020
4946,596,1021
4947,596,1022
4948,596,1023
4949,597,979
4950,597,981
4951,597,982
4952,597,983
4953,597,984
4954,597,985
4955,597,986
4956,597,1018
4957,597,1020
4958,597,1021
4959,597,1022
4960,597,1023
4961,597,1024
4962,598,979
4963,598,980
4964,598,981
4965,598,982
4966,598,986
4967,598,1018
4968,598,1020
4969,598,1021
4970,598,1022
4971,598,1023
4972,599,980
4973,599,982
4974,599,983
4975,599,984
4976,599,986
4977,599,1018
4978,599,1020
4979,599,1021
4980,599,1022
4981,599,1023
4982,599,1024
4983,600,980
4984,600,981
4985,600,983
4986,600,985
4987,600,1019
4988,600,1020
4989,600,1022
4990,600,1023
4991,601,980
4992,601,983
4993,601,985
4994,601,986
4995,601,987
4996,601,1019
4997,601,1020
4998,601,1022
4999,601,1023
5000,602,980
5001,602,981
5002,602,982
5003,602,984
5004,602,986
5005,602,1019
5006,602,1020
5007,602,1022
5008,602,1023
5009,602,1024
5010,603,981
5011,603,983
5012,603,984
5013,603,985
5014,603,987
5015,603,1019
5016,603,1020
5017,603,1022
5018,603,1023
5019,603,1024
5020,604,982
5021,604,983
5022,604,984
5023,604,985
5024,604,986
5025,604,1019
5026,604,1020
5027,604,1022
5028,604,1023
5029,604,1024
5030,605,981
5031,605,983
5032,605,984
5033,605,986
5034,605,987
5035,605,1019
5036,605,1020
5037,605,1022
5038,605,1023
5039,606,981
5040,606,982
5041,606,985
5042,606,986
5043,606,988
5044,606,1019
5045,606,1020
5046,606,1022
5047,606,1023
5048,606,1024
5049,607,981
5050,607,982
5051,607,984
5052,607,987
5053,607,1019
5054,607,1020
5055,607,1022
5056,607,1023
5057,607,1024
5058,608,982
5059,608,983
5060,608,984
5061,608,986
5062,608,987
5063,608,1019
5064,608,1020
5065,608,1022
5066,608,1023
5067,609,982
5068,609,983
5069,609,984
5070,609,986
5071,609,1019
5072,609,1020
5073,609,1022
5074,609,1024
5075,610,982
5076,610,983
5077,610,985
5078,610,987
5079,610,988
5080,610,1019
5081,610,1021
5082,610,1022
5083,611,982
5084,611,983
5085,611,984
5086,611,985
5087,611,986
5088,611,1020
5089,611,1021
5090,611,1023
5091,611,1024
5092,611,1025
5093,612,982
5094,612,983
5095,612,984
5096,612,986
5097,612,987
5098,612,1019
5099,612,1024
5100,613,982
5101,613,983
5102,613,984
5103,613,985
5104,613,986
5105,613,987
5106,613,1020
5107,613,1021
5108,613,1022
5109,613,1023
5110,613,1025
5111,614,982
5112,614,983
5113,614,984
5114,614,987
5115,614,1020
5116,614,1022
5117,614,1024
5118,615,982
5119,615,983
5120,615,985
5121,615,988
5122,615,1020
5123,615,1021
5124,615,1022
5125,615,1023
5126,616,983
5127,616,985
5128,616,987
5129,616,988
5130,616,1020
5131,616,1021
5132,616,1023
5133,616,1024
5134,616,1025
5135,617,984
5136,617,985
5137,617,987
5138,617,989
5139,617,1020
5140,617,1022
5141,617,1024
5142,617,1025
5143,618,986
5144,618,988
5145,618,1021
5146,618,1022
5147,618,1023
5148,618,1024
5149,618,1025
5150,619,985
5151,619,987
5152,619,989
5153,619,1020
5154,619,1021
5155,619,1022
5156,619,1023
5157,619,1024
5158,619,1025
5159,620,985
5160,620,986
5161,620,987
5162,620,990
5163,620,1020
5164,620,1021
5165,620,1024
5166,620,1025
5167,621,984
5168,621,985
5169,621,987
5170,621,988
5171,621,989
5172,621,990
5173,621,1020
5174,621,1022
5175,621,1023
5176,621,1024
5177,621,1025
5178,622,984
5179,622,985
5180,622,989
5181,622,1020
5182,622,1022
5183,622,1023
5184,622,1024
5185,622,1025
5186,623,985
5187,623,986
5188,623,988
5189,623,990
5190,623,1021
5191,623,1022
5192,623,1024
5193,623,1025
5194,624,986
5195,624,988
5196,624,989
5197,624,990
5198,624,1021
5199,624,1022
5200,624,1023
5201,624,1024
5202,624,1025
5203,624,1026
5204,625,988
5205,625,991
5206,625,1021
5207,625,1023
5208,625,1025
5209,625,1026
5210,626,986
5211,626,987
5212,626,990
5213,626,1022
5214,626,1024
5215,627,986
5216,627,987
5217,627,988
5218,627,989
5219,627,990
5220,627,991
5221,627,1023
5222,627,1024
5223,627,1025
5224,627,1026
5225,628,986
5226,628,989
5227,628,1022
5228,628,1025
5229,628,1026
5230,629,986
5231,629,988
5232,629,990
5233,629,991
5234,629,992
5235,629,1022
5236,629,1024
5237,630,986
5238,630,987
5239,630,988
5240,630,989
5241,630,991
5242,630,1023
5243,630,1024
5244,630,1025
5245,631,986
5246,631,988
5247,631,991
5248,631,992
5249,631,1022
5250,631,1023
5251,631,1024
5252,631,1025
5253,632,987
5254,632,988
5255,632,989
5256,632,991
5257,632,992
5258,632,1025
5259,632,1026
5260,633,987
5261,633,989
5262,633,990
5263,633,991
5264,633,993
5265,633,1023
5266,633,1025
5267,633,1026
5268,634,988
5269,634,989
5270,634,990
5271,634,991
5272,634,992
5273,634,1022
5274,634,1024
5275,634,1026
5276,635,987
5277,635,990
5278,635,992
5279,635,993
5280,635,1023
5281,635,1024
5282,635,1025
5283,636,987
5284,636,989
5285,636,990
5286,636,991
5287,636,993
5288,636,1022
5289,636,1023
5290,636,1024
5291,636,1026
5292,637,988
5293,637,989
5294,637,990
5295,637,992
5296,637,993
5297,637,994
5298,637,1025
5299,637,1026
5300,637,1027
5301,638,988
5302,638,991
5303,638,993
5304,638,994
5305,638,1023
5306,638,1024
5307,638,1027
5308,639,988
5309,639,989
5310,639,990
5311,639,991
5312,639,992
5313,639,993
5314,639,994
5315,639,995
5316,639,1024
5317,639,1026
5318,639,1027
5319,640,988
5320,640,990
5321,640,993
5322,640,1023
5323,640,1025
5324,640,1027
5325,641,989
5326,641,991
5327,641,992
5328,641,994
5329,641,995
5330,641,1023
5331,641,1024
5332,641,1026
5333,642,989
5334,642,991
5335,642,993
5336,642,994
5337,642,1024
5338,642,1026
5339,643,990
5340,643,992
5341,643,994
5342,643,995
5343,643,1023
5344,643,1025
5345,643,1027
5346,644,990
5347,644,991
5348,644,992
5349,644,994
5350,644,995
5351,644,1024
5352,644,1025
5353,644,1026
5354,645,991
5355,645,992
5356,645,993
5357,645,994
5358,645,995
5359,645,1025
5360,645,1027
5361,646,993
5362,646,995
5363,646,996
5364,646,1023
5365,646,1024
5366,646,1026
5367,646,1027
5368,647,991
5369,647,992
5370,647,994
5371,647,995
5372,647,996
5373,647,997
5374,647,1023
5375,647,1024
5376,647,1025
5377,647,1027
5378,648,991
5379,648,992
5380,648,994
5381,648,995
5382,648,996
5383,648,1025
5384,648,1026
5385,648,1027
5386,649,991
5387,649,993
5388,649,996
5389,649,997
5390,649,1023
5391,649,1024
5392,650,992
5393,650,994
5394,650,995
5395,650,996
5396,650,997
5397,650,1022
5398,650,1024
5399,650,1025
5400,650,1026
5401,650,1027
5402,650,1028
5403,651,993
5404,651,995
5405,651,997
5406,651,998
5407,651,1023
5408,651,1025
5409,651,1029
5410,652,993
5411,652,994
5412,652,995
5413,652,996
5414,652,998
5415,652,1023
5416,652,1024
5417,652,1026
5418,652,1027
5419,652,1029
5420,653,993
5421,653,994
5422,653,997
5423,653,998
5424,653,1022
5425,653,1024
5426,653,1026
5427,653,1027
5428,653,1028
5429,653,1029
5430,654,994
5431,654,995
5432,654,997
5433,654,999
5434,654,1000
5435,654,1023
5436,654,1024
5437,654,1026
5438,654,1027
5439,654,1028
5440,655,995
5441,655,996
5442,655,997
5443,655,999
5444,655,1000
5445,655,1025
5446,655,1028
5447,655,1029
5448,656,994
5449,656,997
5450,656,998
5451,656,1000
5452,656,1024
5453,656,1025
5454,656,1026
5455,656,1028
5456,657,994
5457,657,995
5458,657,996
5459,657,999
5460,657,1023
5461,657,1024
5462,657,1025
5463,657,1026
5464,657,1027
5465,657,1028
5466,658,992
5467,658,994
5468,658,998
5469,658,999
5470,658,1023
5471,658,1024
5472,658,1026
5473,658,1027
5474,659,992
5475,659,994
5476,659,997
5477,659,998
5478,659,1023
5479,659,1025
5480,659,1028
5481,659,1029
5482,660,993
5483,660,994
5484,660,995
5485,660,997
5486,660,1024
5487,660,1025
5488,660,1027
5489,660,1028
5490,661,996
5491,661,997
5492,661,998
5493,661,999
5494,661,1023
5495,661,1025
5496,661,1026
5497,661,1027
5498,661,1029
5499,662,993
5500,662,994
5501,662,996
5502,662,999
5503,662,1023
5504,662,1024
5505,662,1027
5506,662,1030
5507,663,992
5508,663,994
5509,663,995
5510,663,997
5511,663,998
5512,663,1023
5513,663,1025
5514,663,1026
5515,663,1027
5516,663,1028
5517,663,1029
5518,664,992
5519,664,994
5520,664,995
5521,664,996
5522,664,998
5523,664,999
5524,664,1024
5525,664,1026
5526,664,1029
5527,665,992
5528,665,994
5529,665,995
5530,665,997
5531,665,999
5532,665,1025
5533,665,1027
5534,665,1029
5535,666,992
5536,666,993
5537,666,994
5538,666,996
5539,666,998
5540,666,1024
5541,666,1026
5542,666,1028
5543,666,1029
5544,667,993
5545,667,994
5546,667,996
5547,667,999
5548,667,1025
5549,667,1027
5550,667,1029
5551,667,1030
5552,668,992
5553,668,994
5554,668,996
5555,668,997
5556,668,999
5557,668,1026
5558,668,1027
5559,668,1028
5560,668,1029
5561,669,993
5562,669,994
5563,669,995
5564,669,997
5565,669,998
5566,669,1027
5567,669,1030
5568,670,996
5569,670,998
5570,670,999
5571,670,1000
5572,670,1028
5573,670,1029
5574,670,1030
5575,671,993
5576,671,994
5577,671,995
5578,671,996
5579,671,997
5580,671,999
5581,671,1000
5582,671,1025
5583,671,1026
5584,671,1028
5585,671,1030
5586,672,993
5587,672,994
5588,672,995
5589,672,996
5590,672,998
5591,672,1025
5592,672,1029
5593,672,1030
5594,673,994
5595,673,996
5596,673,997
5597,673,999
5598,673,1025
5599,673,1026
5600,673,1028
5601,674,993
5602,674,994
5603,674,995
5604,674,996
5605,674,999
5606,674,1027
5607,674,1028
5608,674,1029
5609,675,996
5610,675,997
5611,675,998
5612,675,1000
5613,675,1026
5614,675,1027
5615,675,1029
5616,675,1030
5617,676,993
5618,676,994
5619,676,995
5620,676,997
5621,676,999
5622,676,1025
5623,676,1028
5624,676,1030
5625,677,995
5626,677,996
5627,677,998
5628,677,999
5629,677,1000
5630,677,1024
5631,677,1025
5632,677,1027
5633,677,1028
5634,677,1029
5635,678,994
5636,678,997
5637,678,998
5638,678,1000
5639,678,1026
5640,678,1028
5641,678,1029
5642,679,994
5643,679,996
5644,679,999
5645,679,1000
5646,679,1026
5647,679,1028
5648,679,1030
5649,680,994
5650,680,996
5651,680,997
5652,680,998
5653,680,1000
5654,680,1026
5655,680,1027
5656,680,1029
5657,680,1030
5658,681,994
5659,681,995
5660,681,996
5661,681,998
5662,681,1027
5663,682,995
5664,682,996
5665,682,997
5666,682,1000
5667,682,1026
5668,682,1027
5669,683,999
5670,683,1000
5671,683,1029
5672,683,1030
5673,684,995
5674,684,996
5675,684,997
5676,684,999
5677,684,1001
5678,684,1028
5679,684,1030
5680,685,998
5681,685,1000
5682,685,1001
5683,685,1002
5684,685,1028
5685,685,1030
5686,686,994
5687,686,995
5688,686,997
5689,686,998
5690,686,999
5691,686,1000
5692,686,1028
5693,686,1029
5694,687,996
5695,687,997
5696,687,998
5697,687,999
5698,687,1001
5699,687,1029
5700,687,1030
5701,687,1031
5702,688,996
5703,688,997
5704,688,998
5705,688,999
5706,688,1000
5707,688,1001
5708,688,1028
5709,688,1030
5710,689,996
5711,689,999
5712,689,1001
5713,689,1028
5714,689,1029
5715,689,1030
5716,689,1031
5717,690,1000
5718,690,1027
5719,690,1028
5720,690,1029
5721,690,1031
5722,691,1028
5723,691,1029
5724,691,1031
5725,692,1000
5726,692,1001
5727,692,1002
5728,692,1004
5729,692,1027
5730,692,1029
5731,692,1030
5732,692,1031
5733,693,1000
5734,693,1001
5735,693,1003
5736,693,1004
5737,693,1027
5738,693,1030
5739,693,1032
5740,694,1002
5741,694,1028
5742,694,1029
5743,694,1031
5744,695,1000
5745,695,1003
5746,695,1005
5747,695,1028
5748,695,1029
5749,695,1030
5750,695,1031
5751,695,1032
5752,696,1000
5753,696,1001
5754,696,1003
5755,696,1004
5756,696,1005
5757,696,1028
5758,696,1029
5759,696,1030
5760,696,1031
5761,696,1032
5762,697,1000
5763,697,1001
5764,697,1005
5765,697,1028
5766,697,1031
5767,697,1032
5768,698,1001
5769,698,1002
5770,698,1003
5771,698,1004
5772,698,1028
5773,698,1029
5774,698,1030
5775,699,1000
5776,699,1003
5777,699,1005
5778,699,1027
5779,699,1029
5780,699,1030
5781,699,1031
5782,699,1032
5783,700,1002
5784,700,1003
5785,700,1004
5786,700,1005
5787,700,1006
5788,700,1027
5789,700,1030
5790,700,1032
5791,701,1001
5792,701,1002
5793,701,1003
5794,701,1028
5795,701,1029
5796,701,1030
5797,701,1031
5798,702,1002
5799,702,1004
5800,702,1005
5801,702,1007
5802,702,1027
5803,702,1029
5804,702,1030
5805,702,1031
5806,702,1032
5807,703,1002
5808,703,1003
5809,703,1005
