,xVal,yVal
2038,284,967
2039,284,969
2040,284,993
2041,284,995
2042,285,968
2043,285,969
2044,285,992
2045,285,993
2046,285,994
2047,285,996
2048,286,969
2049,286,971
2050,286,972
2051,286,992
2052,286,996
2053,287,968
2054,287,969
2055,287,972
2056,287,992
2057,287,994
2058,287,995
2059,288,967
2060,288,968
2061,288,969
2062,288,970
2063,288,971
2064,288,992
2065,288,994
2066,288,995
2067,288,996
2068,289,968
2069,289,969
2070,289,970
2071,289,971
2072,289,992
2073,289,994
2074,290,967
2075,290,968
2076,290,969
2077,290,970
2078,290,971
2079,290,992
2080,290,995
2081,290,996
2082,291,968
2083,291,969
2084,291,970
2085,291,971
2086,291,993
2087,291,994
2088,291,996
2089,292,968
2090,292,969
2091,292,970
2092,292,971
2093,292,992
2094,292,993
2095,292,995
2096,293,967
2097,293,968
2098,293,969
2099,293,970
2100,293,971
2101,293,993
2102,293,994
2103,293,995
2104,294,968
2105,294,969
2106,294,970
2107,294,971
2108,294,992
2109,294,994
2110,294,995
2111,294,996
2112,295,967
2113,295,968
2114,295,969
2115,295,970
2116,295,971
2117,295,993
2118,295,995
2119,295,996
2120,295,997
2121,296,969
2122,296,970
2123,296,992
2124,296,993
2125,296,995
2126,296,996
2127,296,997
2128,297,969
2129,297,970
2130,297,993
2131,297,994
2132,297,995
2133,297,996
2134,298,968
2135,298,970
2136,298,994
2137,298,995
2138,299,968
2139,299,969
2140,299,993
2141,299,995
2142,299,996
2143,300,968
2144,300,970
2145,300,993
2146,300,995
2147,301,969
2148,301,970
2149,301,971
2150,301,994
2151,301,996
2152,301,997
2153,302,968
2154,302,971
2155,302,993
2156,302,995
2157,302,997
2158,303,967
2159,303,968
2160,303,970
2161,303,971
2162,303,994
2163,303,995
2164,303,996
2165,304,967
2166,304,968
2167,304,969
2168,304,971
2169,304,994
2170,304,995
2171,304,997
2172,305,968
2173,305,970
2174,305,995
2175,305,996
2176,306,967
2177,306,969
2178,306,970
2179,306,971
2180,306,994
2181,306,995
2182,306,996
2183,306,997
2184,307,968
2185,307,969
2186,307,971
2187,307,995
2188,307,996
2189,308,967
2190,308,968
2191,308,969
2192,308,971
2193,308,993
2194,308,994
2195,308,996
2196,308,997
2197,309,971
2198,309,994
2199,309,995
2200,309,997
2201,310,967
2202,310,968
2203,310,969
2204,310,971
2205,310,995
2206,310,996
2207,311,966
2208,311,968
2209,311,969
2210,311,970
2211,311,997
2212,312,967
2213,312,969
2214,312,970
2215,312,995
2216,312,996
2217,312,997
2218,313,968
2219,313,996
2220,313,998
2221,314,967
2222,314,968
2223,314,969
2224,314,970
2225,314,995
2226,314,996
2227,314,997
2228,315,966
2229,315,971
2230,315,995
2231,315,996
2232,315,997
2233,315,998
2234,316,967
2235,316,968
2236,316,971
2237,316,995
2238,316,997
2239,317,966
2240,317,970
2241,317,995
2242,317,996
2243,317,997
2244,318,967
2245,318,968
2246,318,969
2247,318,970
2248,318,971
2249,318,995
2250,318,997
2251,319,966
2252,319,967
2253,319,968
2254,319,970
2255,319,971
2256,319,994
2257,319,995
2258,319,996
2259,319,998
2260,320,966
2261,320,967
2262,320,968
2263,320,970
2264,320,971
2265,320,996
2266,320,997
2267,320,998
2268,321,966
2269,321,967
2270,321,968
2271,321,969
2272,321,970
2273,321,971
2274,321,994
2275,321,995
2276,322,966
2277,322,967
2278,322,970
2279,322,995
2280,322,997
2281,322,998
2282,323,966
2283,323,967
2284,323,968
2285,323,971
2286,323,995
2287,323,996
2288,323,997
2289,324,966
2290,324,967
2291,324,971
2292,324,997
2293,324,998
2294,325,966
2295,325,967
2296,325,968
2297,325,969
2298,325,970
2299,325,995
2300,325,996
2301,325,998
2302,326,966
2303,326,967
2304,326,968
2305,326,995
2306,326,997
2307,326,998
2308,326,1000
2309,327,966
2310,327,967
2311,327,969
2312,327,970
2313,327,995
2314,327,996
2315,327,998
2316,327,999
2317,327,1000
2318,328,967
2319,328,968
2320,328,970
2321,328,971
2322,328,995
2323,328,996
2324,328,998
2325,328,999
2326,329,966
2327,329,967
2328,329,969
2329,329,971
2330,329,995
2331,329,996
2332,329,998
2333,329,1000
2334,330,965
2335,330,967
2336,330,968
2337,330,969
2338,330,970
2339,330,995
2340,330,997
2341,330,998
2342,331,965
2343,331,966
2344,331,967
2345,331,968
2346,331,969
2347,331,970
2348,331,971
2349,331,996
2350,331,997
2351,331,999
2352,331,1000
2353,332,967
2354,332,970
2355,332,971
2356,332,995
2357,333,967
2358,333,968
2359,333,969
2360,333,971
2361,333,996
2362,333,997
2363,333,998
2364,333,999
2365,333,1000
2366,333,1001
2367,334,966
2368,334,968
2369,334,969
2370,334,971
2371,334,996
2372,334,998
2373,335,966
2374,335,967
2375,335,969
2376,335,970
2377,335,996
2378,335,997
2379,335,998
2380,335,999
2381,335,1000
2382,336,966
2383,336,968
2384,336,996
2385,336,997
2386,336,998
2387,336,999
2388,336,1001
2389,337,966
2390,337,967
2391,337,969
2392,337,970
2393,337,971
2394,337,996
2395,337,997
2396,337,998
2397,337,999
2398,337,1000
2399,338,969
2400,338,971
2401,338,996
2402,338,997
2403,338,998
2404,338,999
2405,339,967
2406,339,968
2407,339,996
2408,339,997
2409,339,998
2410,339,999
2411,339,1000
2412,340,966
2413,340,967
2414,340,969
2415,340,971
2416,340,996
2417,340,997
2418,340,998
2419,340,999
2420,340,1001
2421,341,967
2422,341,969
2423,341,971
2424,341,996
2425,341,997
2426,341,998
2427,341,999
2428,341,1000
2429,341,1001
2430,342,966
2431,342,967
2432,342,969
2433,342,971
2434,342,996
2435,342,997
2436,342,998
2437,342,999
2438,342,1001
2439,343,967
2440,343,968
2441,343,970
2442,343,996
2443,343,997
2444,343,998
2445,343,999
2446,343,1000
2447,344,966
2448,344,967
2449,344,968
2450,344,969
2451,344,970
2452,344,971
2453,344,997
2454,344,999
2455,344,1000
2456,345,967
2457,345,968
2458,345,969
2459,345,970
2460,345,971
2461,345,997
2462,345,998
2463,345,999
2464,345,1000
2465,346,965
2466,346,968
2467,346,969
2468,346,970
2469,346,971
2470,346,996
2471,346,997
2472,347,967
2473,347,968
2474,347,969
2475,347,970
2476,347,971
2477,347,998
2478,347,999
2479,347,1000
2480,348,966
2481,348,967
2482,348,968
2483,348,969
2484,348,970
2485,348,971
2486,348,997
2487,348,998
2488,349,966
2489,349,967
2490,349,968
2491,349,969
2492,349,970
2493,349,971
2494,349,999
2495,349,1000
2496,349,1001
2497,350,966
2498,350,968
2499,350,969
2500,350,970
2501,350,971
2502,350,998
2503,350,1001
2504,351,967
2505,351,968
2506,351,969
2507,351,970
2508,351,971
2509,351,997
2510,351,999
2511,351,1000
2512,351,1001
2513,352,966
2514,352,967
2515,352,969
2516,352,970
2517,352,971
2518,352,997
2519,352,999
2520,352,1001
2521,352,1002
2522,353,966
2523,353,967
2524,353,968
2525,353,971
2526,353,972
2527,353,997
2528,353,998
2529,353,999
2530,353,1000
2531,353,1001
2532,354,966
2533,354,967
2534,354,968
2535,354,970
2536,354,971
2537,354,972
2538,354,998
2539,354,999
2540,354,1001
2541,355,966
2542,355,967
2543,355,968
2544,355,971
2545,355,972
2546,355,998
2547,355,1000
2548,356,966
2549,356,967
2550,356,969
2551,356,970
2552,356,972
2553,356,999
2554,356,1000
2555,356,1001
2556,356,1002
2557,357,966
2558,357,967
2559,357,968
2560,357,970
2561,357,971
2562,357,998
2563,357,999
2564,357,1001
2565,357,1002
2566,358,966
2567,358,967
2568,358,969
2569,358,971
2570,358,972
2571,358,997
2572,358,999
2573,358,1000
2574,358,1003
2575,359,966
2576,359,967
2577,359,968
2578,359,969
2579,359,970
2580,359,971
2581,359,972
2582,359,997
2583,359,999
2584,359,1000
2585,359,1002
2586,360,966
2587,360,967
2588,360,968
2589,360,969
2590,360,970
2591,360,972
2592,360,997
2593,360,1000
2594,360,1001
2595,360,1003
2596,361,966
2597,361,968
2598,361,970
2599,361,971
2600,361,972
2601,361,997
2602,361,998
2603,361,999
2604,361,1000
2605,361,1002
2606,362,966
2607,362,967
2608,362,968
2609,362,969
2610,362,997
2611,362,1001
2612,363,969
2613,363,970
2614,363,971
2615,363,972
2616,363,998
2617,363,999
2618,363,1000
2619,363,1001
2620,363,1003
2621,364,967
2622,364,968
2623,364,969
2624,364,972
2625,364,997
2626,364,1000
2627,364,1003
2628,365,969
2629,365,971
2630,365,972
2631,365,997
2632,365,999
2633,365,1000
2634,365,1001
2635,365,1002
2636,366,967
2637,366,968
2638,366,970
2639,366,972
2640,366,973
2641,366,998
2642,366,1000
2643,366,1002
2644,366,1003
2645,367,967
2646,367,969
2647,367,971
2648,367,972
2649,367,999
2650,367,1001
2651,367,1004
2652,368,967
2653,368,968
2654,368,969
2655,368,971
2656,368,972
2657,368,998
2658,368,999
2659,368,1000
2660,368,1001
2661,368,1003
2662,368,1004
2663,369,967
2664,369,968
2665,369,969
2666,369,970
2667,369,972
2668,369,998
2669,369,1000
2670,369,1001
2671,369,1003
2672,369,1004
2673,370,967
2674,370,968
2675,370,970
2676,370,971
2677,370,972
2678,370,999
2679,370,1000
2680,370,1001
2681,370,1003
2682,370,1004
2683,371,967
2684,371,969
2685,371,970
2686,371,971
2687,371,998
2688,371,999
2689,371,1000
2690,371,1001
2691,371,1003
2692,371,1004
2693,372,967
2694,372,969
2695,372,971
2696,372,972
2697,372,998
2698,372,1000
2699,372,1001
2700,372,1003
2701,372,1004
2702,373,967
2703,373,968
2704,373,998
2705,373,999
2706,373,1000
2707,373,1001
2708,373,1003
2709,373,1004
2710,374,967
2711,374,968
2712,374,970
2713,374,971
2714,374,972
2715,374,1000
2716,374,1001
2717,374,1003
2718,374,1004
2719,375,967
2720,375,968
2721,375,969
2722,375,970
2723,375,973
2724,375,999
2725,375,1000
2726,375,1001
2727,375,1003
2728,375,1004
2729,376,968
2730,376,970
2731,376,971
2732,376,1000
2733,376,1002
2734,376,1003
2735,377,967
2736,377,969
2737,377,970
2738,377,972
2739,377,1001
2740,377,1004
2741,378,967
2742,378,968
2743,378,969
2744,378,971
2745,378,972
2746,378,1000
2747,378,1001
2748,378,1002
2749,378,1003
2750,379,967
2751,379,968
2752,379,969
2753,379,970
2754,379,972
2755,379,973
2756,379,999
2757,379,1002
2758,379,1004
2759,380,969
2760,380,971
2761,380,972
2762,380,1000
2763,380,1002
2764,380,1003
2765,381,969
2766,381,971
2767,381,972
2768,381,973
2769,381,999
2770,381,1001
2771,381,1002
2772,382,968
2773,382,971
2774,382,973
2775,382,999
2776,382,1001
2777,382,1003
2778,382,1004
2779,383,969
2780,383,970
2781,383,972
2782,383,973
2783,383,999
2784,383,1001
2785,383,1002
2786,383,1003
2787,384,967
2788,384,968
2789,384,969
2790,384,970
2791,384,971
2792,384,973
2793,384,1000
2794,384,1002
2795,384,1004
2796,384,1005
2797,385,967
2798,385,968
2799,385,969
2800,385,970
2801,385,971
2802,385,973
2803,385,1001
2804,385,1003
2805,385,1004
2806,386,967
2807,386,968
2808,386,969
2809,386,970
2810,386,971
2811,386,973
2812,386,1000
2813,386,1002
2814,387,967
2815,387,968
2816,387,969
2817,387,970
2818,387,971
2819,387,973
2820,387,1000
2821,387,1002
2822,387,1003
2823,387,1004
2824,388,967
2825,388,968
2826,388,969
2827,388,970
2828,388,971
2829,388,973
2830,388,1000
2831,388,1001
2832,388,1004
2833,389,967
2834,389,968
2835,389,969
2836,389,970
2837,389,971
2838,389,973
2839,389,1000
2840,389,1001
2841,389,1003
2842,389,1005
2843,390,967
2844,390,968
2845,390,969
2846,390,970
2847,390,971
2848,390,973
2849,390,1002
2850,390,1003
2851,390,1004
2852,390,1005
2853,391,967
2854,391,968
2855,391,969
2856,391,970
2857,391,971
2858,391,973
2859,391,1000
2860,391,1002
2861,391,1003
2862,391,1005
2863,392,969
2864,392,970
2865,392,972
2866,392,973
2867,392,1000
2868,392,1002
2869,392,1003
2870,392,1004
2871,393,968
2872,393,972
2873,393,1000
2874,393,1001
2875,393,1002
2876,393,1005
2877,394,968
2878,394,969
2879,394,971
2880,394,972
2881,394,974
2882,394,1001
2883,394,1002
2884,394,1003
2885,394,1004
2886,395,967
2887,395,970
2888,395,973
2889,395,974
2890,395,1000
2891,395,1001
2892,395,1002
2893,395,1003
2894,395,1004
2895,395,1005
2896,396,968
2897,396,969
2898,396,970
2899,396,971
2900,396,972
2901,396,973
2902,396,1000
2903,396,1002
2904,396,1003
2905,396,1006
2906,397,968
2907,397,969
2908,397,971
2909,397,974
2910,397,1000
2911,397,1001
2912,397,1002
2913,397,1003
2914,397,1005
2915,397,1006
2916,398,968
2917,398,970
2918,398,972
2919,398,973
2920,398,1000
2921,398,1002
2922,398,1004
2923,399,969
2924,399,970
2925,399,971
2926,399,974
2927,399,1002
2928,399,1003
2929,399,1005
2930,399,1006
2931,400,968
2932,400,972
2933,400,973
2934,400,1001
2935,400,1002
2936,400,1003
2937,400,1004
2938,400,1006
2939,401,969
2940,401,971
2941,401,974
2942,401,1002
2943,401,1004
2944,401,1005
2945,401,1007
2946,402,969
2947,402,970
2948,402,971
2949,402,973
2950,402,1002
2951,402,1003
2952,402,1004
2953,402,1006
2954,403,968
2955,403,969
2956,403,971
2957,403,972
2958,403,973
2959,403,1001
2960,403,1002
2961,403,1003
2962,403,1004
2963,403,1006
2964,404,968
2965,404,969
2966,404,971
2967,404,972
2968,404,974
2969,404,1001
2970,404,1002
2971,404,1004
2972,404,1005
2973,404,1007
2974,405,969
2975,405,970
2976,405,972
2977,405,973
2978,405,974
2979,405,1002
2980,405,1003
2981,405,1004
2982,405,1006
2983,406,969
2984,406,971
2985,406,1003
2986,406,1004
2987,406,1005
2988,406,1006
2989,407,968
2990,407,969
2991,407,971
2992,407,972
2993,407,1001
2994,407,1002
2995,407,1003
2996,407,1005
2997,407,1006
2998,407,1007
2999,408,969
3000,408,971
3001,408,972
3002,408,974
3003,408,1003
3004,408,1004
3005,408,1006
3006,409,968
3007,409,970
3008,409,971
3009,409,974
3010,409,1002
3011,409,1003
3012,409,1004
3013,409,1007
3014,410,969
3015,410,970
3016,410,973
3017,410,974
3018,410,1002
3019,410,1003
3020,410,1005
3021,410,1006
3022,411,968
3023,411,969
3024,411,970
3025,411,972
3026,411,975
3027,411,1002
3028,411,1003
3029,411,1006
3030,412,968
3031,412,970
3032,412,971
3033,412,973
3034,412,974
3035,412,1005
3036,412,1006
3037,413,969
3038,413,972
3039,413,973
3040,413,974
3041,413,1004
3042,413,1005
3043,413,1006
3044,413,1007
3045,414,968
3046,414,970
3047,414,972
3048,414,974
3049,414,1002
3050,414,1003
3051,414,1004
3052,414,1005
3053,414,1008
3054,415,969
3055,415,970
3056,415,972
3057,415,973
3058,415,974
3059,415,1004
3060,415,1006
3061,415,1007
3062,416,969
3063,416,970
3064,416,973
3065,416,974
3066,416,1004
3067,416,1005
3068,416,1006
3069,416,1007
3070,417,969
3071,417,971
3072,417,974
3073,417,1003
3074,417,1004
3075,417,1007
3076,418,968
3077,418,970
3078,418,972
3079,418,973
3080,418,1004
3081,418,1005
3082,418,1006
3083,418,1007
3084,419,969
3085,419,970
3086,419,973
3087,419,1003
3088,419,1006
3089,420,968
3090,420,969
3091,420,971
3092,420,972
3093,420,973
3094,420,974
3095,420,1003
3096,420,1004
3097,420,1005
3098,420,1006
3099,421,968
3100,421,971
3101,421,975
3102,421,1005
3103,421,1007
3104,422,970
3105,422,971
3106,422,972
3107,422,973
3108,422,974
3109,422,975
3110,422,1003
3111,422,1005
3112,422,1006
3113,422,1008
3114,423,968
3115,423,969
3116,423,971
3117,423,975
3118,423,1004
3119,423,1007
3120,423,1008
3121,424,968
3122,424,970
3123,424,972
3124,424,973
3125,424,975
3126,424,1003
3127,424,1004
3128,424,1005
3129,424,1006
3130,424,1007
3131,424,1008
3132,425,969
3133,425,971
3134,425,974
3135,425,1003
3136,425,1004
3137,425,1006
3138,425,1008
3139,426,969
3140,426,971
3141,426,973
3142,426,974
3143,426,975
3144,426,1004
3145,426,1005
3146,426,1007
3147,427,969
3148,427,972
3149,427,973
3150,427,974
3151,427,1003
3152,427,1005
3153,427,1006
3154,427,1008
3155,428,969
3156,428,970
3157,428,971
3158,428,972
3159,428,973
3160,428,975
3161,428,1003
3162,428,1004
3163,428,1007
3164,428,1008
3165,429,969
3166,429,972
3167,429,975
3168,429,1003
3169,429,1004
3170,429,1005
3171,429,1007
3172,430,968
3173,430,970
3174,430,971
3175,430,973
3176,430,974
3177,430,1003
3178,430,1004
3179,430,1007
3180,430,1008
3181,431,972
3182,431,973
3183,431,975
3184,431,1004
3185,431,1005
3186,431,1006
3187,431,1009
3188,432,970
3189,432,971
3190,432,973
3191,432,974
3192,432,1005
3193,432,1007
3194,432,1008
3195,433,970
3196,433,971
3197,433,972
3198,433,975
3199,433,1006
3200,433,1008
3201,433,1009
3202,434,968
3203,434,969
3204,434,970
3205,434,972
3206,434,973
3207,434,975
3208,434,1004
3209,434,1005
3210,434,1007
3211,434,1009
3212,435,971
3213,435,973
3214,435,974
3215,435,975
3216,435,1004
3217,435,1008
3218,435,1009
3219,436,968
3220,436,969
3221,436,970
3222,436,972
3223,436,973
3224,436,974
3225,436,1005
3226,436,1006
3227,436,1007
3228,436,1008
3229,437,971
3230,437,972
3231,437,974
3232,437,1004
3233,437,1006
3234,437,1009
3235,438,968
3236,438,970
3237,438,971
3238,438,973
3239,438,975
3240,438,1004
3241,438,1006
3242,438,1007
3243,438,1008
3244,439,968
3245,439,970
3246,439,971
3247,439,972
3248,439,974
3249,439,1005
3250,439,1007
3251,439,1008
3252,439,1009
3253,439,1010
3254,440,968
3255,440,970
3256,440,971
3257,440,972
3258,440,974
3259,440,1005
3260,440,1007
3261,440,1008
3262,440,1009
3263,440,1010
3264,441,968
3265,441,970
3266,441,971
3267,441,973
3268,441,975
3269,441,1006
3270,441,1008
3271,441,1010
3272,442,971
3273,442,972
3274,442,974
3275,442,976
3276,442,1004
3277,442,1005
3278,442,1007
3279,442,1009
3280,443,968
3281,443,969
3282,443,970
3283,443,972
3284,443,973
3285,443,974
3286,443,976
3287,443,1004
3288,443,1008
3289,443,1010
3290,444,971
3291,444,973
3292,444,974
3293,444,975
3294,444,976
3295,444,1005
3296,444,1006
3297,444,1007
3298,444,1009
3299,444,1010
3300,445,968
3301,445,969
3302,445,970
3303,445,972
3304,445,973
3305,445,975
3306,445,1004
3307,445,1006
3308,445,1008
3309,445,1009
3310,445,1011
3311,446,970
3312,446,971
3313,446,972
3314,446,975
3315,446,976
3316,446,1004
3317,446,1006
3318,446,1007
3319,446,1009
3320,446,1011
3321,447,970
3322,447,971
3323,447,973
3324,447,974
3325,447,976
3326,447,1005
3327,447,1007
3328,447,1008
3329,447,1009
3330,447,1010
3331,448,969
3332,448,970
3333,448,971
3334,448,972
3335,448,973
3336,448,974
3337,448,975
3338,448,1005
3339,448,1007
3340,448,1008
3341,448,1009
3342,448,1010
3343,448,1011
3344,449,969
3345,449,970
3346,449,971
3347,449,972
3348,449,973
3349,449,974
3350,449,975
3351,449,1006
3352,449,1007
3353,449,1008
3354,449,1009
3355,449,1010
3356,449,1011
3357,450,969
3358,450,970
3359,450,971
3360,450,972
3361,450,973
3362,450,974
3363,450,975
3364,450,1005
3365,450,1008
3366,450,1009
3367,450,1010
3368,450,1011
3369,451,969
3370,451,970
3371,451,971
3372,451,972
3373,451,973
3374,451,974
3375,451,975
3376,451,1006
3377,451,1007
3378,451,1008
3379,451,1009
3380,451,1010
3381,451,1011
3382,452,969
3383,452,970
3384,452,971
3385,452,972
3386,452,973
3387,452,974
3388,452,975
3389,452,976
3390,452,1005
3391,452,1006
3392,452,1008
3393,452,1009
3394,452,1010
3395,452,1011
3396,453,969
3397,453,970
3398,453,971
3399,453,972
3400,453,973
3401,453,974
3402,453,975
3403,453,976
3404,453,1007
3405,453,1008
3406,453,1009
3407,453,1010
3408,453,1011
3409,454,969
3410,454,970
3411,454,971
3412,454,972
3413,454,973
3414,454,974
3415,454,975
3416,454,976
3417,454,1006
3418,454,1008
3419,454,1009
3420,454,1010
3421,454,1011
3422,455,969
3423,455,970
3424,455,971
3425,455,972
3426,455,973
3427,455,974
3428,455,975
3429,455,1005
3430,455,1006
3431,455,1007
3432,455,1008
3433,455,1009
3434,455,1010
3435,455,1011
3436,456,969
3437,456,970
3438,456,972
3439,456,973
3440,456,975
3441,456,976
3442,456,1005
3443,456,1006
3444,456,1007
3445,456,1008
3446,456,1009
3447,456,1010
3448,456,1011
3449,457,969
3450,457,970
3451,457,971
3452,457,973
3453,457,974
3454,457,975
3455,457,976
3456,457,1005
3457,457,1006
3458,457,1007
3459,457,1009
3460,457,1011
3461,458,969
3462,458,970
3463,458,972
3464,458,973
3465,458,974
3466,458,975
3467,458,1005
3468,458,1006
3469,458,1007
3470,458,1008
3471,458,1009
3472,458,1010
3473,458,1011
3474,459,970
3475,459,971
3476,459,972
3477,459,975
3478,459,976
3479,459,1005
3480,459,1006
3481,459,1007
3482,459,1012
3483,460,973
3484,460,974
3485,460,975
3486,460,976
3487,460,1005
3488,460,1006
3489,460,1007
3490,460,1008
3491,460,1010
3492,460,1011
3493,461,970
3494,461,971
3495,461,973
3496,461,975
3497,461,1005
3498,461,1006
3499,461,1007
3500,461,1009
3501,461,1010
3502,461,1012
3503,462,970
3504,462,972
3505,462,973
3506,462,975
3507,462,976
3508,462,1005
3509,462,1006
3510,462,1007
3511,462,1009
3512,462,1011
3513,462,1012
3514,463,971
3515,463,974
3516,463,976
3517,463,1005
3518,463,1006
3519,463,1007
3520,463,1008
3521,463,1009
3522,463,1011
3523,463,1012
3524,464,971
3525,464,974
3526,464,976
3527,464,1006
3528,464,1007
3529,464,1008
3530,464,1009
3531,464,1010
3532,464,1011
3533,465,970
3534,465,972
3535,465,973
3536,465,975
3537,465,976
3538,465,1007
3539,465,1009
3540,465,1011
3541,466,970
3542,466,971
3543,466,973
3544,466,975
3545,466,1006
3546,466,1008
3547,466,1010
3548,466,1012
3549,466,1013
3550,467,973
3551,467,974
3552,467,975
3553,467,976
3554,467,1007
3555,467,1009
3556,467,1010
3557,467,1013
3558,468,970
3559,468,971
3560,468,972
3561,468,975
3562,468,977
3563,468,1006
3564,468,1008
3565,468,1010
3566,468,1011
3567,468,1012
3568,468,1013
3569,469,969
3570,469,970
3571,469,972
3572,469,973
3573,469,974
3574,469,975
3575,469,976
3576,469,977
3577,469,1007
3578,469,1009
3579,469,1011
3580,470,969
3581,470,970
3582,470,971
3583,470,973
3584,470,974
3585,470,975
3586,470,1008
3587,470,1010
3588,470,1011
3589,470,1012
3590,471,969
3591,471,970
3592,471,972
3593,471,973
3594,471,975
3595,471,976
3596,471,1007
3597,471,1008
3598,471,1009
3599,471,1011
3600,472,969
3601,472,970
3602,472,971
3603,472,973
3604,472,974
3605,472,976
3606,472,977
3607,472,1007
3608,472,1009
3609,472,1011
3610,473,970
3611,473,972
3612,473,974
3613,473,975
3614,473,976
3615,473,977
3616,473,1008
3617,473,1010
3618,473,1011
3619,473,1012
3620,474,971
3621,474,972
3622,474,975
3623,474,976
3624,474,977
3625,474,1008
3626,474,1009
3627,474,1011
3628,474,1013
3629,475,970
3630,475,971
3631,475,972
3632,475,974
3633,475,976
3634,475,977
3635,475,1008
3636,475,1010
3637,475,1011
3638,475,1012
3639,475,1013
3640,476,969
3641,476,970
3642,476,972
3643,476,974
3644,476,975
3645,476,976
3646,476,977
3647,476,1009
3648,476,1010
3649,476,1013
3650,477,969
3651,477,971
3652,477,973
3653,477,974
3654,477,975
3655,477,976
3656,477,977
3657,477,1008
3658,477,1012
3659,478,971
3660,478,975
3661,478,976
3662,478,977
3663,478,1007
3664,478,1008
3665,478,1009
3666,478,1011
3667,478,1012
3668,479,970
3669,479,972
3670,479,973
3671,479,974
3672,479,976
3673,479,977
3674,479,1007
3675,479,1009
3676,479,1010
3677,479,1012
3678,479,1013
3679,480,969
3680,480,970
3681,480,971
3682,480,972
3683,480,974
3684,480,976
3685,480,1007
3686,480,1008
3687,480,1010
3688,480,1011
3689,480,1013
3690,480,1014
3691,481,969
3692,481,972
3693,481,973
3694,481,974
3695,481,975
3696,481,976
3697,481,977
3698,481,1007
3699,481,1009
3700,481,1011
3701,481,1013
3702,481,1014
3703,482,970
3704,482,971
3705,482,974
3706,482,977
3707,482,1007
3708,482,1008
3709,482,1010
3710,482,1013
3711,483,970
3712,483,971
3713,483,973
3714,483,975
3715,483,976
3716,483,977
3717,483,1007
3718,483,1008
3719,483,1010
3720,483,1011
3721,483,1012
3722,484,969
3723,484,970
3724,484,971
3725,484,972
3726,484,974
3727,484,975
3728,484,976
3729,484,1007
3730,484,1009
3731,484,1010
3732,484,1011
3733,484,1013
3734,484,1014
3735,485,972
3736,485,973
3737,485,974
3738,485,977
3739,485,1007
3740,485,1009
3741,485,1012
3742,486,970
3743,486,974
3744,486,976
3745,486,1007
3746,486,1009
3747,486,1010
3748,486,1011
3749,486,1013
3750,486,1014
3751,487,971
3752,487,972
3753,487,973
3754,487,974
3755,487,975
3756,487,976
3757,487,977
3758,487,978
3759,487,1007
3760,487,1008
3761,487,1010
3762,487,1011
3763,487,1013
3764,487,1015
3765,488,971
3766,488,973
3767,488,975
3768,488,976
3769,488,977
3770,488,978
3771,488,1009
3772,488,1011
3773,488,1012
3774,488,1013
3775,488,1014
3776,489,971
3777,489,972
3778,489,974
3779,489,975
3780,489,976
3781,489,977
3782,489,978
3783,489,1008
3784,489,1011
3785,489,1012
3786,489,1013
3787,490,971
3788,490,974
3789,490,976
3790,490,977
3791,490,978
3792,490,1008
3793,490,1010
3794,490,1011
3795,490,1013
3796,490,1014
3797,491,971
3798,491,973
3799,491,975
3800,491,976
3801,491,977
3802,491,978
3803,491,1008
3804,491,1009
3805,491,1010
3806,491,1012
3807,491,1014
3808,492,970
3809,492,972
3810,492,974
3811,492,975
3812,492,976
3813,492,977
3814,492,978
3815,492,1010
3816,492,1011
3817,492,1012
3818,492,1013
3819,493,970
3820,493,972
3821,493,973
3822,493,975
3823,493,976
3824,493,977
3825,493,978
3826,493,1009
3827,493,1010
3828,493,1012
3829,494,970
3830,494,972
3831,494,973
3832,494,976
3833,494,977
3834,494,978
3835,494,1009
3836,494,1010
3837,494,1012
3838,494,1013
3839,494,1014
3840,495,970
3841,495,972
3842,495,974
3843,495,976
3844,495,977
3845,495,978
3846,495,1010
3847,495,1013
3848,495,1014
3849,496,970
3850,496,971
3851,496,973
3852,496,975
3853,496,976
3854,496,977
3855,496,1009
3856,496,1010
3857,496,1011
3858,496,1012
3859,496,1013
3860,496,1014
3861,496,1015
3862,497,971
3863,497,972
3864,497,974
3865,497,976
3866,497,978
3867,497,1009
3868,497,1010
3869,497,1011
3870,497,1012
3871,497,1013
3872,497,1014
3873,497,1015
3874,498,970
3875,498,971
3876,498,974
3877,498,975
3878,498,976
3879,498,977
3880,498,978
3881,498,1009
3882,498,1010
3883,498,1011
3884,498,1012
3885,498,1013
3886,498,1014
3887,498,1015
3888,499,972
3889,499,973
3890,499,975
3891,499,977
3892,499,978
3893,499,1009
3894,499,1010
3895,499,1011
3896,499,1012
3897,499,1013
3898,499,1014
3899,499,1015
3900,500,970
3901,500,971
3902,500,974
3903,500,976
3904,500,977
3905,500,978
3906,500,1009
3907,500,1010
3908,500,1011
3909,500,1012
3910,500,1013
3911,500,1014
3912,500,1015
3913,501,970
3914,501,971
3915,501,972
3916,501,974
3917,501,975
3918,501,976
3919,501,978
3920,501,1009
3921,501,1010
3922,501,1011
3923,501,1012
3924,501,1013
3925,501,1014
3926,501,1015
3927,502,973
3928,502,975
3929,502,977
3930,502,978
3931,502,1009
3932,502,1010
3933,502,1011
3934,502,1012
3935,502,1013
3936,502,1014
3937,502,1015
3938,503,971
3939,503,972
3940,503,974
3941,503,975
3942,503,976
3943,503,979
